0.|Did you actually participate in the GGJ 2020?|2.|8.1|8.2|8.3|9.|10.|1.|3.|4.|5.|6.|7.
2/19/2020 9:01:49|Yes|Kharkiv, Ukraine|Never|Never|Never|I worked alone the whole time. |Online sources (websites, online documentation, etc.)|Male|20|Some college, no degree|Two years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/19/2020 9:02:11|Yes|Curitiba, Brazil.|Never|Never|Never|I worked outside the ggj site|People not participating in the jam|Male|23|Bachelor’s degree (e.g. BA, BS)|Two years|No, the GGJ 2020 was my first game jam|Yes,  professionally (employed)
2/19/2020 9:05:35|Yes|Marietta Georgia (KSU)|Never|Never|Never|I'm not your typical Jammer, I'm a Professional Indie Game Dev, and an earlier question in the survey doesn't allow for that assumption. I do game jams because I like the energy and I sometimes use it to see if a new individual is worth the time/effort of a mentor/internship relationship. Just about everything I create in a game jam, is used in a future game that makes money. (I've been an indie for 9+ years, and my games have had over $3.5 million in sales and have netted me over $1 million in royalties). (Your survey really isn't meant for me, and you might want to just disregard it). (I choose 3 a couple times....for questions that I believe had assumption in them, that did not apply to me).|Mentors/organizers|Male|62|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Both Professionaly, and as an Indie. (you don't provide for that answer).
2/19/2020 9:07:57|Yes|Groningen, Netherlands|Frequently|Rarely|Never||Other jammers in the same location|Male|21|Some college, no degree|Four years|Yes, one game jam|Yes, as a student
2/19/2020 9:08:33|Yes|Makati City, Philippines|Occasionally|Occasionally|Frequently|I actually asked people that I know some help|Other jammers in the same location|Male|19|High school degree or equivalent (e.g. GED)|One year|Yes, one game jam|Yes, as a student
2/19/2020 9:09:00|Yes|Hyderabad, India|Frequently|Very Frequently|Very Frequently||Other jammers in the same location|Male|22|Bachelor’s degree (e.g. BA, BS)|Two years|No, the GGJ 2020 was my first game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 9:09:55|Yes|Istanbul Turkey|Occasionally|Occasionally|Very Frequently|Idea Brainstorm with other contestants|Mentors/organizers|Male|19|High school degree or equivalent (e.g. GED)|Two years|Two game jams|Yes, as a hobbyist
2/19/2020 9:10:26|Yes|Guildford, UK|Rarely|Very Frequently|Never|Was asked to join a very large inexperienced team, so was forced to take a leadership role|Other jammers in the same location|Male|23|Some college, no degree|Less than one year|Two game jams|Yes, as a hobbyist
2/19/2020 9:15:24|Yes|Medellin, Colombia|Rarely|Very Frequently|Never|I helped with Ideas and programming|Other jammers in the same location|Male|20|Some college, no degree|Four years|Yes, one game jam|Yes, as a hobbyist
2/19/2020 9:16:24|Yes|Ukraine, Kharkiv (remote team member)|Never|Never|Never||Online sources (websites, online documentation, etc.)|Female|26|Bachelor’s degree (e.g. BA, BS)|Two years|Three game jams|Yes,  professionally (employed)
2/19/2020 9:19:23|Yes|guildford, UK|Rarely|Occasionally|Never|I am a unity programmer so I helped others with source control and gameplay techniques|Other jammers in the same location|Male|31|Master’s degree (e.g. MA, MS, MEd)|Five years|More than five game jams|Yes,  professionally (employed)
2/19/2020 9:20:15|Yes|Curitiba, Brazil|Rarely|Rarely|Occasionally||Online sources (websites, online documentation, etc.)|Male|22|High school degree or equivalent (e.g. GED)|More than five years|Five game jams|Yes, as a student
2/19/2020 9:23:15|Yes|Catarroja, Spain|Occasionally|Occasionally|Frequently||Online sources (websites, online documentation, etc.)|Female|24|Professional degree (e.g. MD, DDS, DVM)|Four years|Two game jams|Yes, as a student
2/19/2020 9:26:02|Yes|London, UK|Rarely|Occasionally|Occasionally||Other jammers in the same location|Male|21|High school degree or equivalent (e.g. GED)|Less than one year|Yes, one game jam|Yes, as a student
2/19/2020 9:28:25|Yes|Curitiba, BR|Very Frequently|Never|Frequently|Actually was more like a directed help, when I needed help I called for it|Other jammers in the same location|Male|30|Bachelor’s degree (e.g. BA, BS)|Three years|No, the GGJ 2020 was my first game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 9:32:11|Yes|Curitiba, Brazil|Rarely|Occasionally|Occasionally||Other jammers in the same location|Male|23|Some college, no degree|Five years|More than five game jams|Yes, as a student
2/19/2020 9:37:45|Yes|Kharkiv, Ukraine|Never|Never|Never||Online sources (websites, online documentation, etc.)|Male|21|Bachelor’s degree (e.g. BA, BS)|Two years|Yes, one game jam|Yes, as a hobbyist
2/19/2020 9:41:49|Yes|Kent, Ohio, USA|Very Frequently|Frequently|Frequently|I stayed up for most the event so I started to get pretty good at blueprints and helped others with them. Towards the end we got helped merging the two projects.|Other jammers in the same location|Male|23|High school degree or equivalent (e.g. GED)|More than five years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/19/2020 9:43:01|Yes|Ukraine, Kharkov|Never|Never|Rarely|We are working far from location, because of this we develop without any help to us, and can't help others.|Online sources (websites, online documentation, etc.)|Female|25|Master’s degree (e.g. MA, MS, MEd)|Three years|Yes, one game jam|Yes,  professionally (employed)
2/19/2020 9:43:07|Yes|London|Occasionally|Never|Rarely||Online sources (websites, online documentation, etc.)|Male|48|High school degree or equivalent (e.g. GED)|More than five years|Two game jams|Yes, as a hobbyist
2/19/2020 9:43:41|Yes|Curitiba, Brazil|Occasionally|Frequently|Rarely|This year, for example, I needed help to set up the VS Code, as I hadn't been programming games in a while, and I didn't have the necessary extensions. I also needed help to remember some Unity features. I helped two colleagues with technical code issues (mainly data structures and component integration). About the mentors, there is this teacher who is very engaged with game design; he stopped by  and gave us several ideas, helping us to eliminate the most obvious ones we had and to define the scope of the project.|Online sources (websites, online documentation, etc.)|Male|34|Bachelor’s degree (e.g. BA, BS)|More than five years|Four game jams|Yes, as a hobbyist
2/19/2020 9:44:42|Yes|Kraków, Poland |Occasionally|Occasionally|Frequently||Online sources (websites, online documentation, etc.)|Male|24|Master’s degree (e.g. MA, MS, MEd)|I have never been involved with game development before the GGJ 2020|Two game jams|Yes, as a student
2/19/2020 9:45:27|Yes|canada|Rarely|Rarely|Occasionally||Online sources (websites, online documentation, etc.)|Male|19|Some college, no degree|One year|Yes, one game jam|Yes, as a student
2/19/2020 9:45:41|Yes|Khai, Kharkiv, Ukraine |Never|Never|Rarely|Got approve for the game idea(we asked whether it satisfies the theme of the jam)|Online sources (websites, online documentation, etc.)|Female|19|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 9:47:18|Yes|Rio de Janeiro, Brazil|Never|Rarely|Occasionally||Mentors/organizers|Male|22|High school degree or equivalent (e.g. GED)|Two years|Three game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 9:51:06|Yes|Kharkiv, Ukraine |Rarely|Rarely|Occasionally|Just listening and discussing ideas of the game|Just teammates |Female|21|Bachelor’s degree (e.g. BA, BS)|Three years|Two game jams|Yes, as a hobbyist
2/19/2020 9:53:12|Yes|Brazil, Curitiba|Rarely|Rarely|Rarely|"In the past, I used to make groups with unknown people, but that was not so good. People usually wasn't in the same ""vibe"" so things naturally didn't go to the same way. I have some friends (and even coworkers) that work with games and that become so more fun to make our group in the Jams."|Other jammers in the same location|Male|23|Bachelor’s degree (e.g. BA, BS)|More than five years|Three game jams|Yes,  professionally (employed)
2/19/2020 10:00:25|Yes|Nantes, France|Occasionally|Rarely|Rarely|even if we discuss a lot about our games with other groups in the room, we stay the major part of the time in our idea but we had a GIT issue so someone helped us. But we made a lot of ppl test the game while it was in dev in order to inprove it and we test other game to make feedbacks too !!|Online sources (websites, online documentation, etc.)|Male|18|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 10:01:55|Yes|Recife, Brazil|Occasionally|Rarely|Frequently|Organizer helped cropping the scope of the game and organizing the entire workflow before we started. And that was awesome.|Other jammers in the same location|Male|27|Some college, no degree|More than five years|Three game jams|Yes,  professionally (employed)
2/19/2020 10:02:27|Yes|Irbid|Rarely|Rarely|Rarely||People participating in the jam, but in other location|Male|21|Bachelor’s degree (e.g. BA, BS)|One year|Two game jams|Yes, as a student
2/19/2020 10:04:17|Yes|Lisbon, Portugal.|Rarely|Rarely|Never|At the game jam site I participated, many teams were already formed prior the event, leaving less room for people who were needed a group. I only needed some help with coding since it is not my better skill, and I tried helping other groups with interfaces, which are my specialty, but most stuff were already sorted during the event.|Other jammers in the same location|Male|31|Bachelor’s degree (e.g. BA, BS)|Less than one year|Yes, one game jam|Yes, as a hobbyist
2/19/2020 10:05:49|Yes|Philippines|Occasionally|Rarely|Rarely||Other jammers in the same location|Male|20|Some college, no degree|Two years|Yes, one game jam|No, I haven't
2/19/2020 10:07:05|Yes|Miramichi, New Brunswick, Canada|Occasionally|Occasionally|Occasionally|Other people help me deal with HTML|Other jammers in the same location|Male|20|Some college, no degree|Two years|Two game jams|Yes, as a student
2/19/2020 10:09:00|Yes|Groningen, the Netherlands|Never|Occasionally|Never|I helped one team's animator move to use root motion on characters. Another team I helped identify the UI surface issue and solve it. Among others, also helped two people on approaching discussion/decission making in their team.|Mentors/organizers|Male|46|High school degree or equivalent (e.g. GED)|Three years|Four game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 10:09:41|Yes|La Habana, Cuba|Frequently|Frequently|Very Frequently||Other jammers in the same location|Male|24|Bachelor’s degree (e.g. BA, BS)|Four years|Four game jams|Yes, as a student
2/19/2020 10:12:32|Yes|Toronto, Canada|Occasionally|Frequently|Very Frequently|Well we communicated between our team members and also other teams from time to time, giving our feedback on their games. And also we could ask our mentors a question any time. |Online sources (websites, online documentation, etc.)|Male|18|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 10:16:18|Yes|Hermosillo, Mexico|Very Frequently|Frequently|Very Frequently||Other jammers in the same location|Male|23|Bachelor’s degree (e.g. BA, BS)|Five years|Yes, one game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 10:17:08|Yes|London|Never|Occasionally|Rarely|Helped other musicians with ideas and limiting their scope to get more music done|Mentors/organizers|Male|23|Bachelor’s degree (e.g. BA, BS)|Two years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 10:19:21|Yes|Buenos Aires, Argentina|Rarely|Rarely|Never|No|Other jammers in the same location|Male|25|Some college, no degree|One year|Yes, one game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 10:19:38|Yes|King |Very Frequently|Very Frequently|Rarely|We was a mixture of complete newbies to long term hobbiests |Online sources (websites, online documentation, etc.)|Male|31|Bachelor’s degree (e.g. BA, BS)|More than five years|No, the GGJ 2020 was my first game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 10:21:33|Yes|PUC Curitiba, Brazil|Occasionally|Frequently|Occasionally|People playtested our project a lot, giving good feedback. I was able to play other peoples games and help them. Had a unity bug and staff helped me.|Other jammers in the same location|Male|26|Bachelor’s degree (e.g. BA, BS)|Four years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/19/2020 10:22:32|Yes|Berlin, Germany|Frequently|Frequently|Rarely||Online sources (websites, online documentation, etc.)|Male|27|Master’s degree (e.g. MA, MS, MEd)|Less than one year|Five game jams|Yes, as a hobbyist
2/19/2020 10:23:15|Yes|Etobicoke, Canada|Frequently|Frequently|Frequently|I got help from other jammers with some ideas and technical solutions, and I helped others with that as well.|Other jammers in the same location|Male|19|Some college, no degree|Three years|Three game jams|Yes, as a student
2/19/2020 10:23:45|Yes|Birmingham|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Male|22|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 10:29:28|Yes|Marietta, United States|Very Frequently|Very Frequently|Very Frequently||Mentors/organizers|Prefer not to say|30|Some college, no degree|Four years|Four game jams|Yes, as a student
2/19/2020 10:39:19|Yes|Ottawa Ontario (shopify)|Rarely|Very Frequently|Rarely|I am more experienced and I was bringing friends that haven't made any games before. |Other jammers in the same location|Male|25|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes, as a student
2/19/2020 10:43:32|Yes|Pamplona, Spain|Very Frequently|Frequently|Never|In this case, as I said, what I am most disappointed with is with the mentors. They didn't really help us in anyway, they were extremely biased and most of the time they were absent. I didn't have any problem with the organisers, though.|Other jammers in the same location|Female|25|Professional degree (e.g. MD, DDS, DVM)|One year|Yes, one game jam|Yes, as a student
2/19/2020 10:45:24|Yes|ANKARA, TURKEY|Frequently|Occasionally|Very Frequently||Mentors/organizers|Male|30|Professional degree (e.g. MD, DDS, DVM)|More than five years|Yes, one game jam|Yes,  professionally (employed)
2/19/2020 10:49:06|Yes|London, UK|Never|Never|Rarely|I primarily sought help form my teammates, who were more experienced than I was.|Mentors/organizers|Male|35|Master’s degree (e.g. MA, MS, MEd)|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 10:52:22|Yes|Berlin|Occasionally|Occasionally|Frequently||Other jammers in the same location|Male|28|Master’s degree (e.g. MA, MS, MEd)|More than five years|No, the GGJ 2020 was my first game jam|Freelancer specialized in UE4
2/19/2020 10:53:29|Yes|Zoetermeer,Netherlands|Occasionally|Frequently|Rarely||Online sources (websites, online documentation, etc.)|Female|31|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes,  professionally (employed)
2/19/2020 10:54:16|Yes|Jeddah, Saudi Arabia|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Male|28|Bachelor’s degree (e.g. BA, BS)|One year|Two game jams|No, I haven't
2/19/2020 10:57:03|Yes|Curitiba, Brazil|Occasionally|Rarely|Occasionally|My team did not get envolve with others teams|Unity, Unreal|Male|24|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 10:59:30|Yes|Ciudad Obregón|Frequently|Occasionally|Occasionally||Online sources (websites, online documentation, etc.)|Male|19|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 11:04:33|Yes|Kingston, Jamaica|Occasionally|Rarely|Very Frequently|The organizers of the event gave us ideas that we could use in our games. They told us where we could obtain assets to use in our gains as well. Periodically, the GGJ organizers would check up on us to make sure we were ok. I did not really help the others much since I was so focused on game development. There were a few cases when other jammers gave their thoughts on what could be improved in my game.|Mentors/organizers|Male|23|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 11:06:49|Yes|Hyderabad, India|Occasionally|Occasionally|Frequently||Online sources (websites, online documentation, etc.)|Male|23|Bachelor’s degree (e.g. BA, BS)|Three years|Yes, one game jam|Yes, as a hobbyist
2/19/2020 11:10:06|Yes|Ankara, Turkey|Rarely|Occasionally|Rarely|I share my ideas with other jammers and help them to improve their game ideas. I also asked their opinion about our games. Mentors were just there to encourage us. They didn't help with the problems or other things.|Online sources (websites, online documentation, etc.)|Male|26|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes,  professionally (employed)
2/19/2020 11:10:38|Yes|Israel|Never|Never|Never||Online sources (websites, online documentation, etc.)|Female|22|Bachelor’s degree (e.g. BA, BS)|Less than one year|Yes, one game jam|In the previous game jam
2/19/2020 11:14:19|Yes|Curitiba, Brazil|Never|Never|Frequently|We had help from the unity collaborator, because we knew the basics of the engine and sometimes there were bugs or something we didn't know how to do, so we need to get help.|Mentors/organizers|Female|18|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 11:15:35|Yes|Makati, Philippine |Never|Never|Never|Basically we're just doing our stuff. |Non just my knowledge on doing what i do |Male|1997|High school degree or equivalent (e.g. GED)|Four years|Two game jams|Yes, as a student
2/19/2020 11:17:50|Yes|Berlin, Germany|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Female|39|Bachelor’s degree (e.g. BA, BS)|More than five years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 11:18:07|Yes|Habana,Cuba|Occasionally|Occasionally|Rarely||Online sources (websites, online documentation, etc.)|Male|20|Some college, no degree|I have never been involved with game development before the GGJ 2020|Yes, one game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 11:18:43|Yes|Bologna Italy|Frequently|Occasionally|Occasionally||Other jammers in the same location|Female|32|Professional degree (e.g. MD, DDS, DVM)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/19/2020 11:27:45|Yes|México|Rarely|Occasionally|Never||Other jammers in the same location|Male|24|Some college, no degree|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 11:32:16|Yes|Nantes France|Occasionally|Rarely|Never|we didn't have a sound design, there was one who would take care of another team but he still agreed to help us|Other jammers in the same location|Female|21|High school degree or equivalent (e.g. GED)|One year|Two game jams|Yes, as a student
2/19/2020 11:35:22|Yes|Málaga, Spain|Rarely|Rarely|Occasionally|Organizers provided us technical solutions to implement some features of the game as we were an amateuur group and we had some doubts about it.|Other jammers in the same location|Female|25|Master’s degree (e.g. MA, MS, MEd)|One year|No, the GGJ 2020 was my first game jam|Yes,  professionally (employed)
2/19/2020 11:35:39|Yes|Malmö, Sweden|Occasionally|Occasionally|Occasionally|Simple questions and good answers when I needed it. I helped other people when they asked.|Other jammers in the same location|Male|19|Some college, no degree|Four years|Yes, one game jam|Yes, as a student
2/19/2020 11:36:18|Yes|Houston Ai |Rarely|Occasionally|Rarely|Food|Other jammers in the same location|Male|30|Bachelor’s degree (e.g. BA, BS)|Five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 11:36:53|Yes|Medellin, Colombia|Rarely|Occasionally|Rarely||Other jammers in the same location|Male|21|Professional degree (e.g. MD, DDS, DVM)|Four years|Three game jams|Yes,  professionally (employed)
2/19/2020 11:42:25|Yes|Lisbon, Portugal|Occasionally|Frequently|Frequently||Other jammers in the same location|Male|30|Bachelor’s degree (e.g. BA, BS)|Three years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 11:49:00|Yes|Malaga, Spain|Occasionally|Frequently|Occasionally||Other jammers in the same location|Male|23|Master’s degree (e.g. MA, MS, MEd)|Two years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 11:50:26|Yes|Sweden|Occasionally|Occasionally|Rarely||Other jammers in the same location|Male|24|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 11:50:29|Yes|Rio de janeiro, Brazil|Very Frequently|Very Frequently|Very Frequently||Mentors/organizers|Male|39|Master’s degree (e.g. MA, MS, MEd)|Five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 11:54:14|Yes|Malaga, Spain|Frequently|Occasionally|Rarely||Other jammers in the same location|Male|20|Master’s degree (e.g. MA, MS, MEd)|More than five years|Four game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 11:57:02|Yes|Malmo Sweden |Occasionally|Occasionally|Occasionally||Other jammers in the same location|Female|29|Bachelor’s degree (e.g. BA, BS)|One year|Two game jams|Yes, as a hobbyist
2/19/2020 11:57:32|Yes|Berlin, Germany|Occasionally|Occasionally|Rarely|Other people had questions about the new unity input system which I had some experience in already and could help getting started there.|Other jammers in the same location|Male|31|Some college, no degree|Two years|Two game jams|Yes,  professionally (employed)
2/19/2020 11:58:54|Yes|La Havana, Cuba|Frequently|Very Frequently|Very Frequently||Other jammers in the same location|Male|28|Bachelor’s degree (e.g. BA, BS)|Five years|Five game jams|Yes,  professionally (employed)
2/19/2020 12:00:15|Yes|Raleigh, USA|Frequently|Occasionally|Never|"I asked a teammate the general role of a level designer given I had made my first grey block but didn't know how to do the collisions for it. It's something I should learn.
Learned that resolution is normally in powers of 2.
Helped motivate some of the other artists on my team."|Other jammers in the same location|Female|23|Some college, no degree|Two years|More than five game jams|Yes, as a student
2/19/2020 12:01:38|Yes|tunis, tunisia|Rarely|Occasionally|Rarely|i had some difficulty in game mechanisms  in my game and some bugs but it was all good in the end, it was a little bizarre but all good. |Other jammers in the same location|Male|23|Bachelor’s degree (e.g. BA, BS)|Three years|Two game jams|Yes, as a student
2/19/2020 12:03:38|Yes|Raleigh, NC, USA|Never|Never|Never|I only participated for the first day, so I didn't really get to help or be helped by other teams or mentors/organizers.|Other jammers in the same location|Male|28|Bachelor’s degree (e.g. BA, BS)|Three years|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 12:05:45|Yes|Miramichi, New-Brunswick|Occasionally|Frequently|Rarely|Mainly with the team, I helped generate and add to the ideas of other people; when I needed assistance, it was to ensure I modified the music tracks correctly.|Other jammers in the same location|Male|30|Some college, no degree|One year|More than five game jams|Yes, as a student
2/19/2020 12:06:16|Yes|Dundee, the UK|Never|Never|Rarely|Didn't have time to interact with other people.|Online sources (websites, online documentation, etc.)|Female|29|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes,  professionally (employed)
2/19/2020 12:09:05|Yes|Recife, Brasil|Very Frequently|Frequently|Frequently|Some mentors came within the GGJ to help us.|Other jammers in the same location|Male|18|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/19/2020 12:10:08|Yes|Houston, USA|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Male|23|Some college, no degree|One year|No, the GGJ 2020 was my first game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 12:13:10|Yes|Paris, France|Rarely|Rarely|Rarely|I usually stick to my group.|Online sources (websites, online documentation, etc.)|Male|26|Master’s degree (e.g. MA, MS, MEd)|Three years|More than five game jams|Yes,  professionally (employed)
2/19/2020 12:15:34|Yes|Maracaibo, Venezuela|Rarely|Rarely|Occasionally|"
the people were friendly and did not hesitate to collaborate with other teams"|Other jammers in the same location|Female|20|Professional degree (e.g. MD, DDS, DVM)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 12:18:10|Yes|Argentina|Occasionally|Occasionally|Frequently||Other jammers in the same location|Female|30|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 12:19:37|Yes|Kent, Ohio|Frequently|Frequently|Occasionally|I walked around to view other games in development and if I was having trouble, I’d ask how to solve it.|Other jammers in the same location|Male|18|High school degree or equivalent (e.g. GED)|Four years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/19/2020 12:21:00|Yes|Yogyakarta, Indonesia|Rarely|Frequently|Rarely|Well, one of the mentor just simply want me to socialize more which I'm still bad at, he did teach me how to do that though but I still bad at it and can't do it right away instantly, in the end I ended up being a silent watcher while other had fun talking to each other. I'm awkward, shy, and basically just introvert.|Other jammers in the same location|Male|24|High school degree or equivalent (e.g. GED)|Three years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 12:23:45|Yes|Kent State University, United States |Very Frequently|Occasionally|Occasionally|I had a team of two. We did not know how to use the Unreal engine, so we asked many groups for help who were experienced with that engine. |Other jammers in the same location|Female|18|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 12:25:53|Yes|Jamaica|Occasionally|Occasionally|Frequently||Mentors/organizers|Male|21|High school degree or equivalent (e.g. GED)|More than five years|Yes, one game jam|Yes, as a hobbyist
2/19/2020 12:26:02|Yes|Buenos Aires, Argentina|Frequently|Frequently|Frequently|"People helped us with mechanics or ideas to round things up and polish the game. Also the dev team decided to use Phaser, same as other teams, and every team was kinda learning so they helped each other with the freamework. 
Musicians were doing music for more than a group and artist gave each other ideas.
The mentors were very helpful too. They were always looking and making sure we stay in a doable goal."|Other jammers in the same location|Female|29|Some college, no degree|More than five years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 12:27:30|Yes|Poughkeepsie, New York |Rarely|Never|Rarely||Other jammers in the same location|Male|19|High school degree or equivalent (e.g. GED)|Two years|No, the GGJ 2020 was my first game jam|Both as a hobby and as a student 
2/19/2020 12:30:34|Yes|Groningen, Netherlands|Rarely|Rarely|Occasionally|I was mostly working iwthin my team|The Unity Discord is extremely helpful|Male|20|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 12:32:45|Yes|Málaga City,  Spain |Rarely|Rarely|Rarely|they help make works groups |Other jammers in the same location|Male|41|Professional degree (e.g. MD, DDS, DVM)|Two years|More than five game jams|Yes, as a hobbyist
2/19/2020 12:35:42|Yes|Oxford, USA|Rarely|Rarely|Rarely||Online sources (websites, online documentation, etc.)|Prefer not to say|21|Some college, no degree|Three years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 12:37:54|Yes|Kent, Ohio, United States|Occasionally|Rarely|Rarely|Communication between other groups just to see progress and talk about our projects helped push ya forward but the professors and organizers were never really there so we only ended up asking them a couple questions.|Online sources (websites, online documentation, etc.)|Male|20|Some college, no degree|Two years|Yes, one game jam|Yes, as a student
2/19/2020 12:38:41|Yes|Krakow|Rarely|Occasionally|Rarely||Other jammers in the same location|Male|23|Bachelor’s degree (e.g. BA, BS)|Four years|Four game jams|Yes, as a student
2/19/2020 12:39:42|Yes|Canada|Occasionally|Very Frequently|Rarely|I offered technical advice and problem solving to the teams who had never made games before. |Online sources (websites, online documentation, etc.)|Male|29|Bachelor’s degree (e.g. BA, BS)|Four years|More than five game jams|Yes, as a hobbyist
2/19/2020 12:41:48|Yes|Niš, Serbia|Never|Rarely|Rarely||Online sources (websites, online documentation, etc.)|Male|18|Less than a high school diploma|Three years|Two game jams|Yes, as a hobbyist
2/19/2020 12:42:53|Yes|Baltimore, USA|Occasionally|Occasionally|Very Frequently|I got and gave advice, and the technician and game professors who were there running the event were incredibly helpful with technical problems.|Mentors/organizers|Non-binary transmasc|21|Some college, no degree|Four years|Two game jams|Yes, as a student
2/19/2020 12:43:54|Yes|Mareitta, United States of America’|Occasionally|Occasionally|Occasionally|During the jam their is a section beforehand that starts and allow people to traverse to other groups and start talking about random ideas to others. Also during the game jam some professors offered help in in game designs.|Online sources (websites, online documentation, etc.)|Male|20|Some college, no degree|Two years|Three game jams|Yes, as a hobbyist
2/19/2020 12:45:10|Yes|Buenos Aires, Argentina|Occasionally|Occasionally|Occasionally|I helped people with code and architecture, got help from a musician who provided all the audio for the game|Other jammers in the same location|Male|34|Some college, no degree|More than five years|More than five game jams|Yes,  professionally (employed)
2/19/2020 12:46:11|Yes|Recife, Brasil|Occasionally|Occasionally|Occasionally||Mentors/organizers|Male|25|Bachelor’s degree (e.g. BA, BS)|One year|Five game jams|Yes, as a student
2/19/2020 12:46:35|Yes|Barcelona|Rarely|Rarely|Rarely||Mentors/organizers|Male|28|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|Two game jams|No, I haven't
2/19/2020 12:47:41|Yes|Ciudad Obregón, México|Never|Occasionally|Rarely|Just helped a guy to get used to the unity editor|Online sources (websites, online documentation, etc.)|Male|24|High school degree or equivalent (e.g. GED)|Two years|Three game jams|Yes, as a student
2/19/2020 12:47:42|Yes|Kent, OH|Frequently|Occasionally|Frequently|When we were having problems with our game, I found it really easy to ask for help from my fellow game makers! Also, people frequently walked around and checked up on other teams, which aas nice!|Other jammers in the same location|Female|19|Some college, no degree|One year|Yes, one game jam|Yes, as a student
